UniprotID,symbol,BL1,BL2,BL3,BL4,BL5,BL6,BL7,BL8,BL9,BL10,AMS1,AMS2,AMS3,AMS4,AMS5,AMS6,AMS7,AMS8,AMS9,AMS10
O43155,FLRT2,2.34919,1.71669,2.18019,1.92029,2.34786,2.16379,2.0503,2.09491,2.27974,2.21414,2.04085,1.64609,1.94768,2.25359,2.01007,2.27086,2.09748,2.32385,2.14873,2.15663
Q96D42,HAVCR1,6.56262,6.74835,7.09999,6.56104,,7.17365,6.88908,6.40266,6.08656,5.80843,6.456,6.65567,7.33132,7.18654,,6.99905,6.91041,6.49954,6.2352,5.96593
Q86SJ6,DSG4,2.15043,1.80858,3.13682,2.46167,,2.65291,3.31185,2.92233,2.30848,2.88642,2.118,2.41666,3.44472,3.04081,,2.75313,2.81579,3.12593,2.4887,2.76312
Q8NDB2,BANK1,6.1612,7.23921,7.20875,7.50652,,6.21707,6.45265,6.53315,6.33799,6.25845,5.14514,5.62714,5.42609,8.17688,,6.81467,5.07978,6.83988,5.32857,7.21503
P04792,HSPB1,11.00183,10.78517,10.64316,10.29277,10.79564,11.46357,11.03619,11.0464,11.08366,10.97389,10.704,10.99894,10.99325,10.61648,10.81538,11.08398,10.67324,10.63797,11.02075,11.02927
O00253,AGRP,5.37265,3.49372,4.00504,4.49078,6.21697,5.91679,4.05887,3.25177,4.03531,3.69301,5.34116,4.26982,3.99087,3.59093,4.10751,4.69683,4.07921,4.4523,4.11535,4.06688
P46531,NOTCH1,,3.60225,3.43608,3.31495,3.618,3.33305,3.38275,3.34277,3.45262,3.42882,,3.46826,3.48957,3.54461,3.45533,3.30635,3.58131,3.7371,3.1554,3.56018
P00750,PLAT,5.27046,5.25331,5.33585,5.38986,5.95997,6.69262,5.40721,5.1162,5.46515,5.29938,5.40085,6.05825,4.83087,6.14282,6.13107,5.21112,5.06733,5.08642,4.42587,5.49194
P0DOY2,IGLC2,,7.24974,6.87765,6.16558,5.93942,7.72041,6.1989,6.41357,6.39524,6.45759,,7.45339,6.75584,6.63827,5.77341,5.78309,6.31194,6.83965,5.92347,6.64783
O14828,SCAMP3,5.07218,5.61991,6.5239,3.33385,3.23497,5.27194,4.70316,5.09602,3.37156,4.24898,3.23272,4.86527,5.03904,2.52058,2.5617,6.49852,3.90891,4.97013,5.43035,5.16354
Q9P126,CLEC1B,9.7378,10.73953,11.39151,10.87457,8.94395,11.72578,9.91641,10.13181,10.47627,9.40452,8.89984,10.21951,9.54658,10.65956,9.47504,11.45517,8.88348,11.85648,10.04011,10.42037
Q8IZP9,ADGRG2,3.27317,2.64526,,3.59026,3.04143,2.73795,3.03806,2.89281,3.21071,,3.30482,2.91905,,3.24014,2.74252,3.13934,3.81357,3.3778,2.6559,
O00220,TNFRSF10A,2.73902,2.66145,2.75032,2.80257,2.75116,2.92257,3.03135,2.41016,2.97643,3.09402,2.88214,3.04735,2.84013,3.02868,2.67754,3.26116,2.95746,2.46632,2.51989,2.91404
Q14512,FGFBP1,6.82295,6.04535,5.67096,6.05653,6.61848,7.06539,5.83452,6.38039,6.41902,6.14321,6.73427,5.98633,5.80315,5.94727,5.79497,6.74081,6.33751,6.49651,6.30451,6.28617
Q92692,NECTIN2,5.64387,5.27786,,6.20356,6.10632,6.00471,5.91169,5.75997,6.34449,,5.52464,5.44417,,5.89918,5.78158,6.05486,6.27745,6.02437,5.69027,
Q641Q3,METRNL,3.07172,3.02371,,3.40247,3.39558,2.54447,3.25224,3.2923,3.48841,,3.12277,3.3287,,3.22188,2.88342,3.11773,3.94883,3.41203,3.11612,
P10646,TFPI,8.6491,8.82354,9.20889,9.00204,8.88045,8.92303,9.1126,8.73185,8.79406,8.82295,8.68164,9.08016,8.94864,9.25217,9.2475,8.83763,8.81448,9.37131,8.413,8.86574
P28325,CST5,6.65459,5.57384,5.80333,5.85619,6.40586,6.04787,6.706,5.84431,5.38233,5.45046,6.51422,6.03399,5.98654,6.32766,6.1174,5.93842,6.3642,6.22294,5.28929,5.44829
Q9NPH0,ACP6,1.66549,2.31432,,3.67123,4.01564,3.68738,3.00393,3.20477,4.31288,,1.61617,2.63296,,3.37174,3.60267,3.94245,3.08073,3.29463,3.87787,
Q14696,MESD,2.49089,2.14495,6.26146,3.0812,2.892,3.89947,3.2922,2.18095,3.77199,2.03455,2.16113,2.64587,3.60975,3.49336,3.28647,4.31737,1.58283,6.65751,2.75022,5.15439
Q8TDQ0,HAVCR2,1.84391,1.95679,1.63412,1.53602,2.03467,1.41812,1.17399,2.11404,1.83056,1.63661,2.17641,1.65052,1.70358,1.79663,1.57714,1.33589,1.08249,2.07016,1.64184,1.73205
P19971,TYMP,5.61448,5.0727,,4.34285,5.45377,5.983,5.72803,5.01958,5.8418,,4.97662,4.97935,,4.38287,5.36493,6.45427,5.58253,7.62178,5.27429,
Q9NQ88,TIGAR,0.47785,0.34412,0.98264,0.39875,,0.06902,0.70144,0.77524,0.48354,0.33664,0.22355,0.69421,0.70746,0.33499,,1.16387,1.05465,1.47761,-0.06389,0.81123
Q9BXN2,CLEC7A,0.44023,0.15417,0.48669,0.18953,0.5758,0.35362,0.66225,0.40979,0.18878,0.6563,0.29656,0.40465,0.52086,0.72268,0.35943,-0.0347,0.40447,0.65684,-0.3538,0.58967
O75888,TNFSF13,9.05008,8.3479,8.83359,8.9818,9.45732,8.74149,8.8743,8.52105,8.92966,8.79582,9.01761,8.62096,8.75955,8.78832,9.05249,9.24152,8.74544,9.16767,8.82803,8.85341
P26447,S100A4,6.65129,6.01098,6.31359,6.34513,6.67263,8.02929,6.66811,6.65495,6.26283,7.01694,6.72412,6.23164,6.77302,6.49824,6.02934,6.47704,6.73967,7.11775,6.23511,6.79135
P50579,METAP2,7.18945,6.74518,7.2814,6.47893,6.78079,6.54848,6.40239,6.8381,6.75189,6.17683,6.3276,6.27307,6.25277,6.864,6.32876,7.63822,5.28383,7.89471,5.57998,7.17437
P30041,PRDX6,3.67159,3.18771,3.58667,3.11465,2.97786,7.2518,4.27671,3.50653,3.84109,4.40701,3.60168,3.60883,4.43091,2.86879,3.54327,3.79621,4.17045,4.12435,3.12495,4.50645
Q92558,WASF1,2.14669,2.23613,4.41346,2.45393,1.62903,3.94499,2.72543,3.21393,2.56267,1.22745,1.44732,1.921,1.81619,2.4453,2.08864,3.24764,0.9563,4.64272,1.64374,3.86354
P80303,NUCB2,3.47711,3.08942,4.09349,3.43778,,5.4142,3.84681,3.25612,3.39691,3.73567,3.15942,3.70147,3.91122,3.73714,,4.81513,3.34557,5.86615,3.38028,5.43328
P68106,FKBP1B,1.73121,0.936,3.63779,1.25306,,3.49957,2.19599,1.11983,2.25163,1.15244,1.11294,1.31417,3.1518,2.53399,,4.36111,0.41779,5.92514,1.49825,4.18487
P12644,BMP4,4.69934,3.98938,3.6496,3.52847,4.63377,4.70764,4.02277,4.31815,4.80346,4.88879,4.75669,4.25817,4.16909,3.58505,4.33614,3.94657,4.29008,4.43451,4.50903,4.29098
Q9Y6Q6,TNFRSF11A,5.06427,4.73912,4.6288,4.67339,5.49569,4.78322,4.80963,4.58712,5.05887,4.73694,4.96999,5.13519,4.82922,4.91054,5.13445,4.45449,4.62143,4.75498,4.51131,4.77372
Q9HCN6,GP6,2.02815,1.74282,3.03091,1.95228,1.87628,3.76855,2.43442,2.24587,2.39633,1.85155,1.7794,2.41773,2.00652,2.89738,2.12598,3.55592,1.06048,4.44166,1.61283,3.19999
O15467,CCL16,5.55665,6.51482,6.5111,6.47988,7.00561,6.33104,6.54064,6.463,6.39427,6.3117,5.73365,6.89408,6.51601,6.98588,7.29893,5.63426,6.39149,6.89178,5.91882,6.46964
P19438,TNFRSF1A,5.68388,5.41844,5.71285,5.28487,5.58124,5.39716,5.44024,5.48839,5.55042,5.75498,5.64562,5.63992,5.73373,5.54844,5.49879,5.48202,5.46599,5.69032,5.37141,5.50494
P56470,LGALS4,3.01378,2.69333,2.85791,2.66253,2.87355,2.27359,2.91712,3.25397,3.30723,2.74559,3.22437,3.24958,2.87045,2.85896,2.83279,2.22903,2.72778,3.0831,2.1029,2.69737
P29017,CD1C,4.5254,4.60688,,5.2174,4.97386,4.69852,4.8188,5.16946,5.16201,,4.69054,4.87022,,4.88496,4.78717,4.83228,5.74914,5.44272,4.56932,
P48307,TFPI2,8.25377,7.53852,8.70921,8.71313,8.3775,8.19371,8.09253,8.38736,8.6686,8.25762,8.3805,7.69446,8.39257,8.56959,7.32329,9.00704,7.75969,8.59489,8.44247,8.28102
O43521-2,BCL2L11,3.27013,3.41247,3.43842,3.86003,3.2221,2.38132,3.18876,3.06095,3.38492,2.77541,3.01334,3.43242,3.06926,3.6921,2.9966,3.36426,3.02151,4.06441,2.78299,3.42984
P22681,CBL,3.18373,3.07028,4.62416,2.91045,2.1706,4.9999,3.54373,3.90729,2.97543,1.724,2.58297,2.76818,2.20699,3.26783,2.08532,4.53226,2.11982,5.36468,2.07364,4.05263
Q9H4D0,CLSTN2,3.67343,3.28014,,4.03546,3.82197,2.96913,3.45446,3.80502,4.18801,,3.48368,3.66579,,3.5449,3.10905,3.36458,3.91123,3.91826,3.56737,
Q13822,ENPP2,5.51896,5.25492,5.53717,5.4571,5.69645,4.29242,5.50575,5.67864,5.42942,5.50972,5.36017,5.015,5.49963,5.56643,5.30017,4.87104,5.48972,5.80289,5.5107,5.00601
Q8N126,CADM3,3.46228,2.74625,3.07502,2.01618,3.52541,2.84928,3.50804,2.61699,3.00407,3.32655,3.03464,2.80804,2.86066,2.63611,2.95633,2.82737,3.44993,2.89136,2.96361,3.206
P22004,BMP6,5.16321,5.09072,4.68775,4.75517,4.69494,4.31806,5.12877,4.64792,5.28051,5.16039,5.10495,5.2887,4.54739,4.68626,4.85245,4.67923,4.79655,5.44043,4.83383,5.21915
Q9HB29,IL1RL2,2.59573,2.99994,3.25619,3.00782,3.97455,3.1152,3.83245,3.31291,3.61346,3.1997,2.87002,3.23345,3.33287,3.20559,3.65044,3.22009,3.96762,3.64506,3.01359,3.19268
P11274,BCR,2.69498,2.79904,4.57766,3.09352,2.0763,2.56032,2.81215,3.57814,2.83082,1.72071,1.83377,2.3412,1.60034,2.9754,1.98175,3.99273,1.35834,4.38488,1.83276,4.20956
Q8WVQ1,CANT1,3.96892,3.92477,,4.7423,4.55273,3.92027,4.36382,4.1699,4.4624,,4.01804,4.11434,,4.50826,4.25594,4.3222,5.06233,4.44523,3.91347,
P19957,PI3,2.54875,2.19493,2.71216,1.38262,1.53829,2.27686,1.59854,2.22525,1.89393,1.86683,2.40715,2.23641,2.27917,1.58749,1.50507,1.83544,1.64844,2.54645,1.70807,2.10469
P13598,ICAM2,4.87806,4.77294,5.04424,4.66544,5.01323,4.8485,5.01256,4.88942,5.07313,4.6698,4.72405,5.07413,4.84706,4.94427,4.72182,4.52013,4.97226,5.3292,4.56743,4.72445
P14780,MMP9,5.07894,6.04012,6.12197,5.40144,4.60345,4.64915,4.27548,4.746,4.80803,5.78992,5.17323,5.36461,5.44943,5.04434,4.83078,5.18178,4.24449,5.89678,3.31,5.95924
Q99075,HBEGF,6.23923,6.38614,6.05579,7.25272,5.37545,6.49857,5.30838,5.36662,5.87397,5.62085,5.27129,6.53833,5.27475,6.8752,4.83001,6.55144,4.74228,7.37457,4.64759,6.49303
Q03405,PLAUR,5.73936,5.1,5.14243,5.07048,4.87136,4.68332,4.79305,5.00037,4.8103,5.14817,5.71176,5.11212,5.0942,5.11867,4.86851,4.80626,4.71951,5.4625,4.45377,5.30328
Q96PD2,DCBLD2,2.83715,3.44372,2.81664,3.33958,3.30193,2.39404,3.3856,3.03231,3.14988,2.87696,2.76671,3.1814,2.99553,3.58943,2.57039,2.53743,3.44594,3.31357,2.61964,3.06322
Q14508,WFDC2,7.46538,7.11213,7.60554,7.65919,7.41597,6.79642,7.0033,7.43437,7.54904,7.16844,7.45402,7.18237,7.69064,7.64257,7.387,7.49728,6.89725,7.52054,7.16894,7.14729
P01589,IL2RA,3.70319,3.35581,4.19409,3.50463,3.63704,3.38339,3.38186,4.15086,3.86825,4.1771,3.77107,3.35949,3.76099,3.87021,3.53705,3.39091,3.2126,4.45891,3.51469,4.13948
P42574,CASP3,7.54736,6.89212,9.15356,7.17056,7.01841,7.6178,8.46175,7.44341,7.69771,7.01539,6.49752,6.80665,7.01004,7.82407,7.18412,9.05605,5.90049,9.14187,6.12323,8.37919
Q6UXD5,SEZ6L2,1.24743,1.29025,0.9552,0.86578,1.43767,1.56994,1.16181,1.3343,1.16802,1.02878,1.11366,1.06296,1.07556,1.277,1.35013,1.79102,1.13884,1.22342,1.06355,1.23737
Q12968,NFATC3,-1.05159,-1.62243,-1.58029,-1.7048,-1.02657,-0.90782,-1.02645,-1.7048,-1.7048,-1.56358,-0.97467,-1.49241,-1.55681,-1.5121,-1.52217,-0.84103,-1.50584,-1.44068,-1.7048,-1.7048
P35237,SERPINB6,2.65912,2.20335,,2.99798,2.78746,3.50556,3.4791,2.6227,3.41147,,2.28472,2.38289,,3.12046,2.58436,4.00778,3.11216,4.16608,2.8517,
O15123,ANGPT2,1.6343,1.90855,,2.58331,2.58806,1.83956,2.42395,2.18212,3.25428,,1.63504,2.2457,,2.08002,1.95093,2.16214,3.18084,2.29375,2.09098,
"P29460,P29459",IL12,8.01397,7.84265,8.77511,8.28479,7.00963,7.25287,7.5809,8.14926,7.60067,8.25248,8.01345,7.89517,8.28336,8.68215,6.3562,7.87661,7.87002,8.7116,7.60544,8.04715
Q96GW7,BCAN,3.91655,4.00045,3.36821,2.93167,4.05473,4.01258,4.04989,3.66581,3.57589,4.1802,3.42508,3.82335,3.18868,3.50581,4.02681,3.96113,4.18069,3.88442,3.83843,4.31783
P52798,EFNA4,2.45168,2.23051,1.96509,2.17139,2.58135,2.57925,2.48254,2.46267,2.22463,2.49967,2.20586,2.62153,2.0964,2.54337,2.13036,2.30201,2.66323,2.58669,2.34053,2.53694
"Q29983,Q29980",MICA/B,5.64562,0.9298,5.48422,6.28787,5.45949,4.42003,4.699,6.1119,5.81931,5.25397,5.79952,1.04267,5.51867,6.59038,4.85325,4.77515,4.59687,6.34631,5.7067,5.26247
P31949,S100A11,3.87459,3.57596,3.48067,3.57829,3.68678,3.66257,3.44215,3.56881,3.35239,3.64708,3.8603,3.57942,3.64225,3.57088,3.20487,3.52163,3.48862,3.85207,3.21494,3.65783
Q92583,CCL17,9.12149,9.22234,9.50808,9.96161,8.42011,9.66034,8.12131,8.5361,7.87268,8.42526,8.01454,9.0973,8.99656,9.13823,8.08967,10.09721,7.34639,10.84159,6.41269,9.35177
P24387,CRHBP,2.757,3.06453,3.3451,3.03949,3.60813,2.55078,2.93918,2.90199,3.1377,2.85143,2.99324,3.20359,3.13815,3.32436,3.32608,2.60735,3.12609,2.76671,3.10219,2.85671
P14210,HGF,9.24746,9.68323,9.85293,9.5051,9.37184,9.26762,8.9178,8.93088,9.20627,9.22326,9.19117,9.7021,9.27878,9.48278,9.50958,9.68237,9.08547,9.81018,8.64692,9.38216
Q03403,TFF2,5.06455,4.8877,,5.28313,5.38135,5.24383,5.06241,5.37574,6.34678,,5.16954,5.05521,,4.84508,4.5691,5.77093,5.486,5.42714,5.75203,
O43827,ANGPTL7,0.58353,-0.12232,,0.6537,1.26508,0.40348,0.52699,0.94899,0.93528,,0.46066,0.25975,,0.44898,0.28699,0.42988,1.15714,1.08773,0.46945,
Q9ULL4,PLXNB3,4.3464,4.11123,4.93676,3.6648,4.00163,4.74041,4.64822,4.08557,4.13251,4.24597,3.72642,4.21843,4.07196,3.7654,4.02631,4.97022,3.93974,5.86161,4.12908,5.25617
Q9P0G3,KLK14,6.97164,6.04822,6.75179,5.79846,6.46818,5.94978,6.40666,6.06273,5.99682,6.18391,6.83801,6.49355,6.46427,5.95477,5.52657,6.73183,6.39528,6.49175,5.87904,6.48636
O95274,LYPD3,6.58868,6.32651,7.09786,6.97722,7.59521,6.48145,6.76139,7.02154,6.91454,7.25016,6.47861,6.55804,7.34823,7.13352,7.03965,6.71697,6.77532,7.33262,6.79226,7.18561
P06756,ITGAV,4.92424,4.40147,4.05575,4.33966,4.61306,4.45948,4.54503,4.4427,4.49959,4.77637,5.00842,4.38219,4.2769,4.36731,4.17749,4.73163,4.42458,4.4927,4.50446,4.38312
Q16790,CA9,4.28069,4.1085,3.5339,4.1985,4.96655,4.57053,4.11177,4.25623,4.07351,4.30527,4.16977,4.09084,3.89095,4.28771,4.16059,4.81435,3.89649,4.29306,3.80994,4.55385
P42658,DPP6,2.00896,2.14738,1.58065,1.18165,,2.15985,2.1687,1.66143,1.81481,2.11668,1.79498,1.96818,1.56558,1.70261,,2.2611,2.04558,1.68148,2.19209,2.33527
Q9NWZ3,IRAK4,2.5267,1.99774,3.96584,2.32447,2.04961,1.3108,2.52895,0.8525,3.26655,1.41562,2.39448,0.8525,1.98996,3.33553,2.40377,4.35256,0.8525,4.35156,0.8525,3.56727
O43752,STX6,1.42555,1.41404,3.22043,1.49609,0.92107,1.47617,1.67636,2.14909,0.625740004,0.92746,1.23449,1.53835,1.04683,1.09362,0.625740004,2.75882,1.33614,3.2973,1.07027,2.76297
O95502,NPTXR,3.01021,2.84453,,3.13429,3.84111,2.66552,3.29511,2.65513,3.4837,,2.9452,2.95675,,3.01189,3.38178,3.00125,3.99258,2.95561,3.12216,
Q9GZM7,TINAGL1,3.15243,3.12601,,3.8068,3.74661,3.14466,3.61169,3.44627,3.60754,,3.3847,3.22472,,3.44118,3.46835,3.45189,4.08392,3.77695,3.2055,
P05164,MPO,2.89637,2.77212,3.34803,2.82906,2.48493,2.55445,3.07167,2.87283,2.76917,2.4695,2.77,2.80977,3.13649,2.95281,2.37475,2.71724,3.1777,3.23607,2.43466,2.72839
Q13241,KLRD1,5.23868,4.54995,4.65717,4.88008,5.41438,4.56124,5.10389,4.44373,5.49491,4.36925,4.87112,4.36251,4.53411,5.39505,5.13167,5.09521,4.71688,4.62255,5.0873,4.45403
Q96B36,AKT1S1,5.08398,4.58165,6.19041,5.46169,4.07645,4.33372,5.01619,5.223,5.32427,4.97268,3.72438,4.18945,4.62921,5.44582,3.12753,6.08007,4.41332,6.95249,4.32866,5.8763
P40222,TXLNA,4.99539,6.83109,8.69779,5.89743,5.81685,6.24408,6.17389,5.43787,6.1528,5.48355,4.10482,5.95313,6.09207,6.39577,5.56013,7.85459,4.75905,6.36959,6.13868,6.86521
P78362,SRPK2,-0.68588,-1.58961,0.0562,-1.31918,-1.83013,-1.11547,-0.95916,-1.29685,-0.94817,-1.95326,-1.43841,-1.76026,-1.69218,-1.28228,-1.22237,0.17368,-1.95411,1.16472,-1.92462,-0.02959
Q9UHF4,IL20RA,0.51347,0.51347,0.96313,0.88698,0.98331,0.51347,1.23613,0.99082,1.02034,1.23104,1.05682,0.51347,0.73434,0.92525,0.51347,1.07822,1.25391,1.37093,0.51347,1.34827
Q9HAN9,NMNAT1,4.16711,3.43613,3.04939,3.37953,4.24075,2.8335,3.27476,3.46956,3.48199,3.64425,4.51762,3.96698,2.8594,2.76907,2.88213,2.90412,3.67042,3.75396,3.34456,3.6269
Q99523,SORT1,8.05216,7.88957,8.33265,8.1354,8.04664,8.41795,7.61709,7.79405,7.979,7.62192,7.98251,8.0941,8.05472,8.21426,8.1749,8.073,7.4455,8.60316,7.61307,8.07148
P30530,AXL,9.31799,8.18206,8.36679,8.18847,8.90847,8.59213,8.77245,8.67928,8.6728,8.8846,9.00686,8.30481,8.37181,8.54549,8.90442,8.53118,8.59973,8.91113,8.60258,9.01703
P34130,NTF4,-0.93451,-1.28045,-0.49133,-0.9633,-1.16696,-1.28164,-0.49103,-0.64191,-0.00242,-0.98457,-0.77586,-0.79028,-0.57334,-0.31633,-0.81741,-0.76806,-0.99479,-0.90798,-1.0238,-0.64866
P25774,CTSS,5.74137,5.67562,5.79309,5.6323,5.4626,5.5002,5.50857,5.5268,5.61148,5.71062,5.60007,5.61006,5.69058,5.52748,5.35503,5.56016,5.75477,5.6014,5.57493,5.74911
Q99983,OMD,5.93867,5.67421,3.52852,4.78683,6.0923,3.68121,5.08486,5.33056,4.54709,5.7735,5.85438,5.05259,3.31754,4.95088,5.89083,4.24283,5.27217,5.54316,4.6638,5.22939
P41217,CD200,6.23536,5.90504,5.82073,6.38547,5.95205,5.78338,5.92594,6.07605,5.74566,6.18526,5.9366,5.92063,5.80634,6.82423,5.75785,5.66574,6.01656,6.44423,5.7938,6.1145
Q06418,TYRO3,2.9872,2.36526,,3.30852,2.95982,2.8329,2.75326,3.10781,3.17227,,3.02149,2.68427,,3.11104,2.80939,2.818,3.31474,3.34904,2.70947,
Q14242,SELPLG,4.10126,3.86835,3.64601,3.98887,3.7806,4.1463,3.75324,3.7467,3.71178,3.8284,3.89053,3.66362,3.76103,3.86504,3.76472,4.1827,3.9581,3.66461,3.83669,3.83031
Q08431,MFGE8,3.81925,3.57808,3.84597,3.88139,5.28964,2.93157,3.49641,3.36008,3.47146,3.48306,4.2222,3.52758,3.71535,3.93979,4.73388,3.17244,3.31979,3.40357,3.76598,3.65961
Q07325,CXCL9,6.86175,8.51386,8.0734,7.49435,7.38322,8.7001,8.17048,7.49375,7.27411,8.40293,6.75228,7.63544,8.76246,7.71554,8.67414,8.43826,8.24355,7.63823,7.35435,7.82722
Q13451,FKBP5,4.6467,3.67541,6.25731,4.53529,4.50933,6.52853,3.83719,4.75129,5.39192,3.92227,3.84754,3.94215,4.75274,4.69913,3.96201,6.12861,2.6315,6.89155,4.23956,5.61511
P01133,EGF,8.82076,8.12631,10.09617,8.55043,7.44781,10.21604,8.37245,7.37548,8.71324,7.91436,8.52337,8.61602,8.53982,9.77158,7.95502,9.33709,6.40264,10.54374,8.22184,9.41092
P20472,PVALB,6.47075,5.51665,7.72442,6.7576,,9.35515,7.72937,5.76507,7.00642,6.67261,5.98085,5.90089,7.34548,8.4299,,8.74433,5.70548,9.79999,6.35403,9.29583
Q8NI22,MCFD2,2.98262,2.46911,,2.90127,2.80312,3.42124,3.08634,2.43566,3.30662,,2.48534,2.65694,,2.77265,2.6863,3.86075,2.81112,4.0527,2.76606,
O14798,TNFRSF10C,5.73988,6.33919,6.4113,5.78319,5.80592,5.54409,5.41791,5.6073,6.06357,6.2606,5.79859,6.31853,6.18351,6.00533,6.03804,5.27965,5.65949,5.91976,5.47387,6.62629
P23284,PPIB,1.31681,1.02403,3.64764,1.08407,0.89847,3.04438,1.86291,1.04603,2.12786,0.72763,1.19407,1.29775,1.84356,1.2233,1.26062,2.5966,0.61206,4.17917,1.19289,2.96843
O15169,AXIN1,4.48572,4.88375,5.42313,4.57292,3.80016,4.56972,4.96247,4.79798,5.35056,3.55066,3.75262,3.8946,3.66487,5.06676,4.20896,5.86346,2.67273,6.39736,3.83453,5.47233
Q14116,IL18,8.30623,8.66228,8.33416,8.32127,8.32924,8.17324,7.91761,8.20997,8.55629,8.22876,8.04894,8.67712,8.15699,8.61655,7.9294,8.66494,7.65718,8.76279,7.83951,8.26421
P30519,HMOX2,3.48576,3.35304,5.29427,3.85866,3.82501,5.07795,3.80042,4.55223,4.1245,3.61098,3.31441,3.74509,3.91227,3.54844,3.26376,4.33812,3.65832,6.04008,3.95884,4.3528
P32970,CD70,3.73359,3.26646,3.45496,3.09147,4.48725,3.71168,3.67538,3.99045,4.49754,3.64915,3.80783,3.41479,3.80101,3.27334,3.97737,3.40129,3.69844,4.3389,3.93892,3.55794
Q8N8S7,ENAH,2.2367,2.05304,1.80175,2.07598,,1.7409,1.79563,2.3014,1.72396,2.52321,1.93951,1.71759,2.02093,2.1014,,2.11091,1.65039,2.10625,1.6676,2.41761
Q9H6B4,CLMP,2.13708,1.63305,,2.91007,2.40651,2.22804,2.45263,2.4618,2.48798,,2.1663,2.04026,,2.60095,1.81312,1.8892,3.27748,2.6663,1.76925,
O15031,PLXNB2,,1.55502,1.26447,1.33583,1.43585,1.79094,1.23599,1.70657,1.35709,1.59932,,1.41713,1.5003,1.63381,1.45131,1.27704,1.39167,1.89227,1.21007,1.75351
P08581,MET,,2.11505,2.21199,2.0653,2.09461,1.90498,1.95459,1.92046,2.23366,2.06769,,2.28717,2.25465,2.32182,2.05669,1.45677,1.91715,2.27326,1.83775,1.9101
P01033,TIMP1,,5.35729,5.31564,5.44336,5.20203,5.3248,4.8463,5.07125,5.28485,5.02684,,5.32615,5.14713,5.47535,4.85727,5.11325,4.90149,5.6091,4.82749,5.32841
P35542,SAA4,,0.94636,0.93626,1.12059,0.66498,3.98526,0.90817,0.89215,0.35127,0.11614,,0.98326,0.77578,1.64965,1.2026,1.29447,1.10916,1.21453,0.26526,0.47767
Q13043,STK4,3.68904,3.304,4.38536,3.42534,3.70907,3.76409,4.24616,4.16161,4.60049,3.12511,3.03943,3.53892,2.86863,4.21279,3.9391,5.18975,3.38443,5.07642,3.7035,4.48897
Q13231,CHIT1,2.50832,2.46294,3.04917,2.48416,2.84437,1.20688,-0.0984,3.46119,0.05824,2.65361,2.65141,2.62738,2.56568,2.57413,2.49519,1.67684,-0.0984,3.87158,-0.0984,2.65896
P23515,OMG,1.62327,2.70564,1.51291,0.6285,2.42567,2.07379,2.23673,1.28432,1.59223,2.16054,1.56334,2.32471,1.04636,0.90172,2.03525,1.87217,2.21376,1.42536,2.41124,2.91214
Q10471,GALNT2,6.35919,5.8737,6.35621,6.413,6.24972,6.44634,6.61413,6.3349,5.81294,6.62819,5.92694,6.09069,6.39147,6.49914,6.12006,6.56379,6.46411,6.54551,5.89731,6.78989
P20783,NTF3,2.80186,2.46968,2.80413,3.06822,3.11792,2.82529,3.31183,2.75113,3.75145,3.22299,2.71757,3.01199,2.77275,3.14137,3.08576,2.8576,2.99811,3.57086,2.91817,3.48631
P13611,VCAN,3.32324,3.45839,,4.24681,4.27861,3.44632,3.38292,3.56225,4.12697,,3.49832,3.54384,,4.09311,3.76588,3.36873,4.39279,3.93884,3.65435,
Q9BZZ2,SIGLEC1,5.63807,5.45463,5.397,5.23334,5.77662,5.15333,5.66212,6.0924,5.87712,5.73732,5.2742,5.32503,5.30047,5.57378,5.31005,5.71826,5.70439,6.21951,5.70393,5.57479
O15455,TLR3,4.63694,4.27692,3.00528,4.56858,4.48038,4.60959,3.55599,4.65846,4.93346,5.00404,4.47165,4.37569,3.37492,4.88242,4.06013,4.64359,2.96643,4.95208,4.71635,4.97548
Q9UKR3,KLK13,2.86604,2.41765,2.32098,2.41332,2.63895,2.19292,2.57443,3.29475,2.32846,2.13472,2.84279,2.20471,2.25412,2.75233,2.51564,3.11273,2.49446,2.87369,1.81908,1.90824
O60240,PLIN1,1.04882,1.66122,0.76075,0.94465,,1.2203,1.66665,1.31725,0.1917,1.14691,0.56479,1.63142,1.02275,0.67602,,1.24439,2.14289,1.03293,0.07528,0.93948
P18510,IL1RN,5.2832,5.15743,5.05462,4.4635,4.31911,3.6799,4.39333,4.32964,4.28763,4.5309,4.70529,4.7425,4.82314,4.41988,4.59127,5.50508,4.32619,4.60654,3.91523,4.51102
Q9UQQ2,SH2B3,4.82223,4.88461,5.80564,4.74337,4.59622,4.13379,4.78838,4.7083,5.54696,4.15695,4.20208,3.82044,4.25067,5.62128,4.59988,6.47848,3.23476,7.38441,3.73127,6.56131
P27695,APEX1,2.49528,1.33332,,3.13799,2.41465,1.18593,1.95325,1.63227,1.39952,,2.41664,1.91433,,2.11609,1.55444,2.38924,2.40606,2.85001,0.6753,
P13232,IL7,3.69945,2.69165,3.8451,4.22119,2.62499,3.31269,3.48604,2.74967,3.76736,2.40874,3.56735,2.78581,2.60086,4.04089,2.7603,4.08809,2.62868,5.09256,2.783,3.46239
