UniprotID,symbol,BL1,BL2,BL3,BL4,BL5,BL6,BL7,BL8,BL9,BL10,AMS1,AMS2,AMS3,AMS4,AMS5,AMS6,AMS7,AMS8,AMS9,AMS10
O75054,IGSF3,2.57362,3.89736,2.10161,2.53389,2.72775,2.4369,2.25032,2.54518,2.05864,2.23838,2.3823,3.62705,2.35197,2.65189,2.34243,2.60036,2.13899,2.62149,2.1024,2.52802
Q96LC7,SIGLEC10,3.51511,3.30881,3.52998,3.46349,3.92723,3.32152,2.94362,3.61464,3.38615,3.86761,3.69995,3.41156,3.45576,3.63803,3.45296,3.28002,2.95575,3.79765,3.10348,4.05788
Q9NZ53,PODXL2,8.25714,8.08882,7.52058,7.66738,8.54659,8.22354,8.25965,7.98588,8.18681,8.50552,7.9799,8.16724,7.63583,7.97827,8.30412,8.2901,8.28687,8.20829,7.73066,8.62595
Q6UB28,METAP1D,4.21854,3.40792,5.56169,2.99509,2.72263,3.87824,4.64528,5.346,3.29099,2.06009,2.99587,3.86483,2.80552,2.36171,2.46474,5.48639,2.41803,6.76183,2.92646,5.97198
Q9NQ38,SPINK5,0.34656,0.10182,0.25522,0.1556,0.4804,-0.2353,0.10528,0.42369,0.15717,0.2215,0.35779,-0.22181,0.33317,0.45684,0.07204,-0.1426,0.02543,0.80778,0.22514,0.12536
O95721,SNAP29,2.82172,2.56972,6.42196,4.12378,3.35541,3.98471,2.96524,2.69038,3.44964,2.68931,2.46292,3.1597,3.38037,4.14103,3.54287,3.61256,1.8356,5.162,2.81982,4.91003
O76036,NCR1,-0.50257,-0.83996,-0.0206,-0.51624,-0.42761,-0.36083,-0.61364,-0.15109,-0.42249,-0.92321,-0.93631,-0.80923,0.07133,0.04953,-0.54185,-0.47944,-0.64602,0.30845,-1.11866,-0.6617
P18564,ITGB6,1.80643,1.48599,0.8429,1.13116,1.42181,1.03529,1.53108,1.17413,1.40398,1.32833,1.49514,1.23667,0.83238,1.28175,1.35716,1.28336,1.35157,1.83532,1.37221,1.10091
Q16552,IL17A,1.74616,2.06393,3.41705,3.05731,1.1833,1.56653,1.29742,1.49226,2.36652,1.72351,1.79442,2.32009,2.3076,3.32684,1.40341,1.7135,1.65778,1.67126,2.23693,1.44878
Q9H5V8,CDCP1,2.8937,2.86101,2.9963,3.1254,3.06458,2.88852,2.39714,3.03424,3.13944,2.87017,3.24917,2.93659,2.65987,3.1463,2.84446,3.06203,2.4882,3.44734,2.81289,2.58811
Q8NBJ7,SUMF2,3.22495,3.77676,,4.91305,3.84563,4.28042,3.59664,3.65323,4.67232,,3.21671,4.07544,,3.988,3.46143,4.55846,3.7432,5.05316,3.92671,
P46379,BAG6,3.07158,2.67668,,3.40063,3.23961,2.9086,3.6835,3.09153,3.28195,,2.66241,2.86565,,2.77207,2.40273,4.51816,3.53157,3.42913,3.22797,
Q9Y286,SIGLEC7,2.93122,2.52855,,3.71419,3.29281,2.68838,2.89428,3.07611,3.30512,,2.82657,2.67101,,3.36746,2.77607,3.12146,3.68522,3.43148,2.58783,
P11464,PSG1,1.06194,0.79693,1.07198,2.08659,0.72163,0.48368,1.16047,2.49017,2.02293,1.74938,0.67137,0.72238,1.50311,2.36675,0.37689,-0.41515,1.09357,2.66396,2.68962,2.02779
P09919,CSF3,2.75977,3.5135,3.47268,2.69081,3.14988,2.39289,1.97514,2.38936,2.33664,2.18743,2.39209,2.21094,2.48045,1.91445,4.06051,4.33667,2.67878,2.76056,1.64586,2.46162
Q2TAL6,VWC2,5.59142,5.07913,5.38013,4.85857,5.07156,4.58458,5.48785,5.2844,5.2284,5.5951,5.3467,5.11314,4.68244,5.51375,4.49685,4.87104,5.67043,5.94122,5.08475,5.41791
P78333,GPC5,3.54465,4.42242,4.20158,4.44059,3.83295,3.59618,3.79208,4.16156,4.10165,3.0208,2.94313,4.48344,4.02048,4.12633,3.89465,3.6474,3.74482,4.99691,4.01979,3.20188
P35052,GPC1,5.82833,4.93383,5.05128,5.47679,5.78865,5.20663,5.57374,5.31527,5.33388,5.35002,5.81211,5.09073,5.20942,5.6581,5.22202,5.59635,5.33717,5.51594,5.26444,5.16181
P35916,FLT4,7.27193,6.91677,7.02397,7.24237,7.43949,7.41271,7.11912,7.49303,7.42077,6.77682,7.33938,7.1654,7.13116,7.48678,7.1044,7.17393,7.08433,7.70914,7.24984,6.6543
P06850,CRH,4.24708,2.44866,1.14119,2.28389,,2.70408,2.02866,1.27319,1.29273,2.93004,4.0218,2.91286,1.25965,2.22935,,3.14514,1.24057,1.18373,2.06578,2.37771
O95994,AGR2,0.77233,0.77233,0.77233,1.76268,,1.81125,1.87793,2.02786,3.08855,1.21467,1.17358,1.41321,1.60611,1.41327,,1.84687,1.32803,2.08201,1.34185,1.92069
Q07011,TNFRSF9,7.13922,7.06988,7.40307,6.85807,7.06486,6.97328,7.24194,7.12772,7.58245,7.49125,7.10313,7.37609,7.40021,7.2324,6.9083,6.88927,7.3089,7.33471,7.12153,7.27494
Q9Y624,F11R,5.17137,3.69598,7.1466,4.759,4.06994,4.71982,6.34551,5.52747,4.18202,4.6778,4.47353,4.80481,4.59767,4.51526,4.59334,6.76676,4.07544,6.30716,4.206,5.96197
